assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
GeneDB	UniProtKB:Q57XH7	Tb08.25L8.80	PMID:22676716		GO:0006041	D-glucosamine metabolic process	IDA		UniProtKB:Q57XH7	PANTHER:PTHR45955	20170220		NCBITaxon:185431
RGD	RGD:62060	Ogt	PMID:12054585		GO:0006041	D-glucosamine metabolic process	IDA		RGD:62060	PANTHER:PTHR44366	20141117		NCBITaxon:10116
RGD	RGD:62060	Ogt	PMID:18539296		GO:0006041	D-glucosamine metabolic process	IMP		RGD:62060	PANTHER:PTHR44366	20141118		NCBITaxon:10116
RGD	RGD:1563144	Gnpnat1	PMID:3792612		GO:0006041	D-glucosamine metabolic process	IDA		RGD:1563144	PANTHER:PTHR13355	20090729		NCBITaxon:10116
UniProt	UniProtKB:O95394	PGM3	PMID:11004509		GO:0006041	D-glucosamine metabolic process	NAS		UniProtKB:O95394	PANTHER:PTHR45955	20010918		NCBITaxon:9606
CAFA	MGI:MGI:1889574	Extl2	PMID:12562774		GO:0006044	N-acetylglucosamine metabolic process	IMP		MGI:MGI:1889574	PANTHER:PTHR47844	20161026		NCBITaxon:10090
CGD	CGD:CAL0000193934	GIG1	PMID:20675577		GO:0006044	N-acetylglucosamine metabolic process	IMP		CGD:CAL0000193934	PANTHER:PTHR35020	20140625		NCBITaxon:237561
GeneDB	UniProtKB:Q383G8	Tb11.01.2886	PMID:21531872		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q383G8	PANTHER:PTHR13355	20120918		NCBITaxon:185431
MGI	MGI:MGI:105940	Renbp	PMID:10809771		GO:0006044	N-acetylglucosamine metabolic process	IMP	MGI:MGI:2386397	MGI:MGI:105940	PANTHER:PTHR15108	20040922		NCBITaxon:10090
MGI	MGI:MGI:1860418	Nagk	PMID:10824116		GO:0006044	N-acetylglucosamine metabolic process	IDA		MGI:MGI:1860418	PANTHER:PTHR12862	20110208		NCBITaxon:10090
MGI	MGI:MGI:104532	Mgat3	PMID:24619415		GO:0006044	N-acetylglucosamine metabolic process	IDA		MGI:MGI:104532	PANTHER:PTHR12224	20150813		NCBITaxon:10090
MGI	MGI:MGI:1891160	Chst2	PMID:9712885		GO:0006044	N-acetylglucosamine metabolic process	TAS		MGI:MGI:1891160	PANTHER:PTHR10704	20001214		NCBITaxon:10090
PINC	UniProtKB:Q9UJ70	NAGK	PMID:10824116		GO:0006044	N-acetylglucosamine metabolic process	TAS		UniProtKB:Q9UJ70	PANTHER:PTHR12862	20030904		NCBITaxon:9606
PINC	UniProtKB:O95461	LARGE1	PMID:9892679		GO:0006044	N-acetylglucosamine metabolic process	TAS		UniProtKB:O95461	PANTHER:PTHR12270	20050308		NCBITaxon:9606
RGD	RGD:621688	Renbp	PMID:11726282		GO:0006044	N-acetylglucosamine metabolic process	IDA		RGD:621688	PANTHER:PTHR15108	20110527		NCBITaxon:10116
RGD	RGD:1307607	Hexb	PMID:1397486		GO:0006044	N-acetylglucosamine metabolic process	IDA		RGD:1307607	PANTHER:PTHR22600	20070202		NCBITaxon:10116
RGD	RGD:621077	Oga	PMID:19139380		GO:0006044	N-acetylglucosamine metabolic process	IMP		RGD:621077	PANTHER:PTHR13170	20090316		NCBITaxon:10116
RGD	RGD:1563144	Gnpnat1	PMID:3792612		GO:0006044	N-acetylglucosamine metabolic process	IDA		RGD:1563144	PANTHER:PTHR13355	20090729		NCBITaxon:10116
TAIR	AGI_LocusCode:AT5G15770	GNA1	PMID:22329777		GO:0006044	N-acetylglucosamine metabolic process	IDA		AGI_LocusCode:AT5G15770		20120320		NCBITaxon:3702
UniProt	UniProtKB:Q9UBQ6	EXTL2	PMID:10318803		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q9UBQ6	PANTHER:PTHR47844	20050520		NCBITaxon:9606
UniProt	UniProtKB:Q8NCG5	CHST4	PMID:10330415		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q8NCG5	PANTHER:PTHR10704	20050331		NCBITaxon:9606
UniProt	UniProtKB:Q9GZS9	CHST5	PMID:10491328		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q9GZS9	PANTHER:PTHR10704	20050331		NCBITaxon:9606
UniProt	UniProtKB:Q9NS84	CHST7	PMID:10913333		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q9NS84	PANTHER:PTHR10704	20050331		NCBITaxon:9606
UniProt	UniProtKB:O60502	OGA	PMID:11148210		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:O60502	PANTHER:PTHR13170	20140924		NCBITaxon:9606
UniProt	MGI:MGI:1931825	Chst5	PMID:11278593		GO:0006044	N-acetylglucosamine metabolic process	IDA		MGI:MGI:1931825	PANTHER:PTHR10704	20050331		NCBITaxon:10090
UniProt	UniProtKB:Q9GZX3	CHST6	PMID:11352640		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q9GZX3	PANTHER:PTHR10704	20050331		NCBITaxon:9606
UniProt	UniProtKB:Q9GZS9	CHST5	PMID:12218059		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q9GZS9	PANTHER:PTHR10704	20050331		NCBITaxon:9606
UniProt	MGI:MGI:1931825	Chst5	PMID:12218059		GO:0006044	N-acetylglucosamine metabolic process	IDA		MGI:MGI:1931825	PANTHER:PTHR10704	20050331		NCBITaxon:10090
UniProt	UniProtKB:Q9Y4C5	CHST2	PMID:9722682		GO:0006044	N-acetylglucosamine metabolic process	IDA		UniProtKB:Q9Y4C5	PANTHER:PTHR10704	20050331		NCBITaxon:9606
FlyBase	FB:FBgn0039580	Gfat2	PMID:32615907		GO:0006047	UDP-N-acetylglucosamine metabolic process	IMP		FB:FBgn0039580	PANTHER:PTHR10937	20240516		NCBITaxon:7227
FlyBase	FB:FBgn0287209	Gfat1	PMID:32615907		GO:0006047	UDP-N-acetylglucosamine metabolic process	IMP		FB:FBgn0287209	PANTHER:PTHR10937	20240516		NCBITaxon:7227
MGI	MGI:MGI:1342058	B4galnt2	PMID:4031755		GO:0006047	UDP-N-acetylglucosamine metabolic process	IMP	MGI:MGI:3579308	MGI:MGI:1342058	PANTHER:PTHR15046	20070213	CL:0000071|EMAPA:35176	NCBITaxon:10090
MGI	MGI:MGI:1342058	B4galnt2	PMID:4031755		GO:0006047	UDP-N-acetylglucosamine metabolic process	IMP	MGI:MGI:3579308	MGI:MGI:1342058	PANTHER:PTHR15046	20070213	CL:0000131|EMAPA:32873	NCBITaxon:10090
