used_id	used_by_id	predicate	source	dataset	context	axiom	description
GO:0002288	CL:0000922	RO:0002215	UbergraphImplementation	None	UsageContext.RELATIONSHIP_OBJECT	None	None
GO:0050963	None	None	UbergraphImplementation	None	UsageContext.MULTIPLE	None	None
