used_id	used_by_id	predicate	source	dataset	context	axiom	description
GO:0098734	MP:0020313	UPHENO:0000001	UbergraphImplementation	None	UsageContext.RELATIONSHIP_OBJECT	None	None
GO:0098734	OBA:1000770	RO:0002314	UbergraphImplementation	None	UsageContext.RELATIONSHIP_OBJECT	None	None
