assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
AgBase	UniProtKB:Q8YF33	BMEI1694	PMID:22155231		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP				20160520		NCBITaxon:224914
MGI	MGI:MGI:3041243	Nfkbid	PMID:11931770		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		MGI:MGI:3041243	PANTHER:PTHR24124	20090702		NCBITaxon:10090
MGI	MGI:MGI:2429397	Nod2	PMID:15220916		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP	MGI:MGI:2680581	MGI:MGI:2429397	PANTHER:PTHR24106	20210323	CL:0000235	NCBITaxon:10090
MGI	MGI:MGI:2445126	Tut4	PMID:16643855		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		MGI:MGI:2445126	PANTHER:PTHR12271	20071130		NCBITaxon:10090
MGI	MGI:MGI:109486	Prdx2	PMID:17325201		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP	MGI:MGI:2668456	MGI:MGI:109486	PANTHER:PTHR10681	20080925		NCBITaxon:10090
MGI	MGI:MGI:1914495	Peli1	PMID:21874024		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP	MGI:MGI:4361448	MGI:MGI:1914495	PANTHER:PTHR12098	20210323	CL:0000084	NCBITaxon:10090
MGI	MGI:MGI:1914704	Ikbip	PMID:31826938		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		MGI:MGI:1914704	PANTHER:PTHR21734	20241218		NCBITaxon:10090
MGI	MGI:MGI:1096377	Traip	PMID:9109628		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		MGI:MGI:1096377	PANTHER:PTHR46569	20180417		NCBITaxon:10090
MGI	MGI:MGI:88271	Cat	PMID:9600348		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		MGI:MGI:88271	PANTHER:PTHR11465	20080523		NCBITaxon:10090
UniProt	UniProtKB:Q99653	CHP1	PMID:10593895		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q99653	PANTHER:PTHR46002	20120615		NCBITaxon:9606
UniProt	UniProtKB:O15111	CHUK	PMID:11536016		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:O15111	PANTHER:PTHR22969	20170530		NCBITaxon:9606
UniProt	UniProtKB:P32121	ARRB2	PMID:15125834		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:P32121	PANTHER:PTHR11792	20091203		NCBITaxon:9606
UniProt	UniProtKB:Q96EB6	SIRT1	PMID:15152190		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q96EB6	PANTHER:PTHR11085	20111024		NCBITaxon:9606
UniProt	UniProtKB:Q7RTR2	NLRC3	PMID:15705585		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q7RTR2	PANTHER:PTHR24106	20110126		NCBITaxon:9606
UniProt	UniProtKB:Q99788	CMKLR1	PMID:15753205		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q99788	PANTHER:PTHR24225	20110421		NCBITaxon:9606
UniProt	UniProtKB:Q86VX2	COMMD7	PMID:15799966		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q86VX2	PANTHER:PTHR16231	20080111		NCBITaxon:9606
UniProt	UniProtKB:Q8N668	COMMD1	PMID:15799966		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q8N668	PANTHER:PTHR21199	20101213		NCBITaxon:9606
UniProt	UniProtKB:Q96RT1	ERBIN	PMID:16203728		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:Q96RT1	PANTHER:PTHR45752	20151117	CL:0011108|GO:0032495	NCBITaxon:9606
UniProt	UniProtKB:P20749	BCL3	PMID:16306601		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:P20749	PANTHER:PTHR24118	20210428		NCBITaxon:9606
UniProt	UniProtKB:P32121	ARRB2	PMID:16378096		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:P32121	PANTHER:PTHR11792	20091203		NCBITaxon:9606
UniProt	UniProtKB:P49407	ARRB1	PMID:16378096		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:P49407	PANTHER:PTHR11792	20100517		NCBITaxon:9606
UniProt	UniProtKB:O14862	AIM2	PMID:16432157		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:O14862	PANTHER:PTHR12200	20120816		NCBITaxon:9606
UniProt	UniProtKB:Q9ULZ3	PYCARD	PMID:16585594		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:Q9ULZ3	PANTHER:PTHR46985	20120910		NCBITaxon:9606
UniProt	UniProtKB:P55345	PRMT2	PMID:16648481		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:P55345	PANTHER:PTHR11006	20101203		NCBITaxon:9606
UniProt	UniProtKB:Q9BZS1	FOXP3	PMID:16652169		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q9BZS1	PANTHER:PTHR45796	20061215		NCBITaxon:9606
UniProt	UniProtKB:Q9HCU9	BRMS1	PMID:17000776		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q9HCU9	PANTHER:PTHR21964	20110119		NCBITaxon:9606
UniProt	MGI:MGI:108041	Traf3	PMID:17015635		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		MGI:MGI:108041	PANTHER:PTHR10131	20100929		NCBITaxon:10090
UniProt	MGI:MGI:108041	Traf3	PMID:17158868		GO:0032088	negative regulation of NF-kappaB transcription factor activity	TAS		MGI:MGI:108041	PANTHER:PTHR10131	20100917		NCBITaxon:10090
UniProt	UniProtKB:Q8N668	COMMD1	PMID:17183367		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:Q8N668	PANTHER:PTHR21199	20101214		NCBITaxon:9606
UniProt	UniProtKB:Q56P42	PYDC2	PMID:17339483		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:Q56P42		20150402		NCBITaxon:9606
UniProt	UniProtKB:Q9BYM8	RBCK1	PMID:17449468		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q9BYM8	PANTHER:PTHR22770	20100603		NCBITaxon:9606
UniProt	UniProtKB:Q96JB5	CDK5RAP3	PMID:17785205		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:Q96JB5	PANTHER:PTHR14894	20150226		NCBITaxon:9606
UniProt	UniProtKB:Q9NQC7	CYLD	PMID:18313383		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q9NQC7	PANTHER:PTHR11830	20100601		NCBITaxon:9606
UniProt	MGI:MGI:1352464	Nr1h4	PMID:18972444		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		MGI:MGI:1352464	PANTHER:PTHR24082	20160115		NCBITaxon:10090
UniProt	UniProtKB:P19474	TRIM21	PMID:19675099		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:P19474	PANTHER:PTHR24103	20100622		NCBITaxon:9606
UniProt	UniProtKB:Q9BRU2	TCEAL7	PMID:19966855		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IDA		UniProtKB:Q9BRU2		20101220		NCBITaxon:9606
UniProt	UniProtKB:O94874	UFL1	PMID:20164180		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:O94874	PANTHER:PTHR31057	20100917		NCBITaxon:9606
UniProt	UniProtKB:Q13114	TRAF3	PMID:20185819		GO:0032088	negative regulation of NF-kappaB transcription factor activity	IMP		UniProtKB:Q13114	PANTHER:PTHR10131	20100917		NCBITaxon:9606
