term	file	line
GO:0061758	rhea2go	RHEA:21253 > GO:(S)-2-hydroxyglutarate dehydrogenase activity, forward reaction ; GO:0061758
GO:0061759	rhea2go	RHEA:21254 > GO:2-oxoglutarate reductase activity ; GO:0061759
