used_id	used_by_id	predicate	source	dataset	context	axiom	description
GO:0000779	FYPO:0005646	UPHENO:0000001	UbergraphImplementation	None	UsageContext.RELATIONSHIP_OBJECT	None	None
GO:0000793	FYPO:0005646	UPHENO:0000001	UbergraphImplementation	None	UsageContext.RELATIONSHIP_OBJECT	None	None
