assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
UniProt	UniProtKB:P32728	ylxR	PMID:30355672		GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	IMP			PANTHER:PTHR34215	20260224		NCBITaxon:224308
ComplexPortal	SGD:S000004515	GAL80	PMID:20979343		GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	IMP		SGD:S000004515	PANTHER:PTHR43708	20241031		NCBITaxon:559292
ComplexPortal	SGD:S000006169	GAL4	PMID:20979343		GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	IMP		SGD:S000006169	PANTHER:PTHR47424	20241031		NCBITaxon:559292
ComplexPortal	SGD:S000217651	CPX-1044	PMID:20979343		GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	IMP				20241031		NCBITaxon:559292
MGI	MGI:MGI:108398	Mlx	PMID:14742444		GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	IDA		MGI:MGI:108398	PANTHER:PTHR10328	20230105		NCBITaxon:10090
MGI	MGI:MGI:1927999	Mlxipl	PMID:14742444		GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	IDA		MGI:MGI:1927999	PANTHER:PTHR10328	20230105		NCBITaxon:10090
MGI	MGI:MGI:1927999	Mlxipl	PMID:15496471		GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	IMP		MGI:MGI:1927999	PANTHER:PTHR10328	20230105	GO:0008610	NCBITaxon:10090
MGI	MGI:MGI:1343094	Kat2b	PMID:21084751		GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	IDA		MGI:MGI:1343094	PANTHER:PTHR45750	20230104	CL:0000182	NCBITaxon:10090
MGI	MGI:MGI:1927999	Mlxipl	PMID:21471514		GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	IGI	MGI:MGI:1339639	MGI:MGI:1927999	PANTHER:PTHR10328	20230109	CL:0000182	NCBITaxon:10090
MGI	MGI:MGI:1339639	Ogt	PMID:21471514		GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	IDA		MGI:MGI:1339639	PANTHER:PTHR44366	20230110	CL:0000182	NCBITaxon:10090
CGD	CGD:CAL0000175785	RTG1	PMID:27614020|CGD_REF:CAL0000214834		GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	IMP				20161003		NCBITaxon:237561
CGD	CGD:CAL0000194052	RTG3	PMID:27614020|CGD_REF:CAL0000214834		GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	IMP			PANTHER:PTHR46117	20161003		NCBITaxon:237561
CGD	CGD:CAL0000192709	REP1	PMID:36723430|CGD_REF:CAL0000245740		GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	IDA			PANTHER:PTHR35144	20230309		NCBITaxon:237561
CGD	CGD:CAL0000189598	CGA1	PMID:36723430|CGD_REF:CAL0000245740		GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	IDA			PANTHER:PTHR13681	20230309		NCBITaxon:237561
