assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
MGI	MGI:MGI:97592	Prkaca	PMID:23292513		GO:0004691	cAMP-dependent protein kinase activity	IDA		MGI:MGI:97592	PANTHER:PTHR24353	20221207	GO:1904539|GO:0004331	NCBITaxon:10090
MGI	MGI:MGI:1321159	Ppp2ca	PMID:32192773		GO:0004722	protein serine/threonine phosphatase activity	IMP	MGI:MGI:4950915	MGI:MGI:1321159	PANTHER:PTHR45619	20221130	GO:1904539|GO:0003873	NCBITaxon:10090
