assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
MGI	MGI:MGI:1330859	Fut9	PMID:23986452		GO:0009312	oligosaccharide biosynthetic process	IMP	MGI:MGI:3044951		PANTHER:PTHR11929	20220705	GO:0036071	NCBITaxon:10090
MGI	MGI:MGI:1330859	Fut9	PMID:23986452		GO:0046920	alpha-(1->3)-fucosyltransferase activity	IMP	MGI:MGI:3044951		PANTHER:PTHR11929	20220705	GO:0009312|GO:0036071	NCBITaxon:10090
