term	file	line
GO:0010737	reactome2go	Reactome:R-HSA-163358 > GO:protein kinase A signaling ; GO:0010737
GO:0010739	interpro2go	InterPro:IPR028540 A-kinase anchor protein 12 > GO:positive regulation of protein kinase A signaling ; GO:0010739
