term	file	line
GO:0010998	interpro2go	InterPro:IPR016255 eIF-2-alpha kinase Gcn2 > GO:regulation of translational initiation by eIF2 alpha phosphorylation ; GO:0010998
GO:0010999	reactome2go	Reactome:R-HSA-9648895 > GO:regulation of eIF2 alpha phosphorylation by heme ; GO:0010999
