assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
BHF-UCL	UniProtKB:O75376	NCOR1	PMID:19955185		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP		UniProtKB:O75376	PANTHER:PTHR13992	20191008	UniProtKB:P50416|GO:0045922|UniProtKB:Q16654|GO:0045820	NCBITaxon:9606
BHF-UCL	UniProtKB:O60656	UGT1A9	PMID:20610558		GO:0004857	enzyme inhibitor activity	IDA		UniProtKB:O60656-2	PANTHER:PTHR48050	20241127	UniProtKB:Q9HAW9|GO:0045922	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9HAW9	UGT1A8	PMID:20610558		GO:0004857	enzyme inhibitor activity	IDA		UniProtKB:Q9HAW9-2	PANTHER:PTHR48050	20241127	UniProtKB:Q9HAW7-1|GO:0045922	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9HAW7	UGT1A7	PMID:20610558		GO:0004857	enzyme inhibitor activity	IDA		UniProtKB:Q9HAW7-2	PANTHER:PTHR48050	20241127	UniProtKB:Q9HAW9-1|GO:0045922	NCBITaxon:9606
