term	file	line
GO:0006825	interpro2go	InterPro:IPR000428 Copper ion binding protein > GO:copper ion transport ; GO:0006825
GO:0006825	interpro2go	InterPro:IPR032694 Copper transport protein C/D > GO:copper ion transport ; GO:0006825
GO:0006825	uniprotkb_kw2go	UniProtKB-KW:KW-0187 Copper transport > GO:copper ion transport ; GO:0006825
